Year,Location,Plot_ID,Tray,Entry,Cross-Id,Cross,GH_Awns,Plot,PH,HD,Awns
2021,Kinston,K21_SunRil_244,4.1.4,271,UX2026,ARGA051160-14LE31/HILLIARD,,244,90,101,0
2021,Kinston,K21_SunRil_245,4.2.1,276,UX2026,ARGA051160-14LE31/HILLIARD,,245,95,106,1
2021,Kinston,K21_SunRil_246,4.2.2,277,UX2026,ARGA051160-14LE31/HILLIARD,,246,100,107,1
2021,Kinston,K21_SunRil_247,4.2.3,278,UX2026,ARGA051160-14LE31/HILLIARD,,247,92.5,104,0
2021,Kinston,K21_SunRil_248,4.2.4,279,UX2026,ARGA051160-14LE31/HILLIARD,,248,100,102,1
2021,Kinston,K21_SunRil_249,4.3.1,281,UX2026,ARGA051160-14LE31/HILLIARD,,249,90,105,1
2021,Kinston,K21_SunRil_250,4.3.2,283,UX2026,ARGA051160-14LE31/HILLIARD,,250,97.5,102,1
2021,Kinston,K21_SunRil_251,4.3.3,265,UX2026,ARGA051160-14LE31/HILLIARD,,251,95,104,0
2021,Kinston,K21_SunRil_252,4.3.4,NC8248-1,UX2032,Parent,+,252,95,101,1
2021,Kinston,K21_SunRil_253,4.4.1,SS8641,UX2032,Parent,-,253,95,103,0
2021,Kinston,K21_SunRil_254,4.4.2,168,UX2032,SS8641/NC8248-1,+,254,97.5,104,1
2021,Kinston,K21_SunRil_255,4.4.3,170,UX2032,SS8641/NC8248-1,-,255,97.5,101,0
2021,Kinston,K21_SunRil_256,4.4.4,171,UX2032,SS8641/NC8248-1,-,256,87.5,99,0
2021,Kinston,K21_SunRil_257,4.5.1,172,UX2032,SS8641/NC8248-1,-,257,100,100,0
2021,Kinston,K21_SunRil_258,4.5.2,174,UX2032,SS8641/NC8248-1,-,258,95,105,0
2021,Kinston,K21_SunRil_259,4.5.3,175,UX2032,SS8641/NC8248-1,-,259,92.5,102,0
2021,Kinston,K21_SunRil_260,4.5.4,177,UX2032,SS8641/NC8248-1,+,260,92.5,101,1
2021,Kinston,K21_SunRil_261,4.6.1,179,UX2032,SS8641/NC8248-1,+,261,92.5,101,1
2021,Kinston,K21_SunRil_262,4.6.2,180,UX2032,SS8641/NC8248-1,-,262,100,101,0
2021,Kinston,K21_SunRil_263,4.6.3,181,UX2032,SS8641/NC8248-1,-,263,90,100,0
2021,Kinston,K21_SunRil_264,4.6.4,182,UX2032,SS8641/NC8248-1,+,264,97.5,105,1
2021,Kinston,K21_SunRil_265,4.7.1,183,UX2032,SS8641/NC8248-1,?,265,92.5,100,0
2021,Kinston,K21_SunRil_266,4.7.2,185,UX2032,SS8641/NC8248-1,+,266,92.5,102,1
2021,Kinston,K21_SunRil_267,4.7.3,187,UX2032,SS8641/NC8248-1,+,267,90,104,1
2021,Kinston,K21_SunRil_268,4.7.4,188,UX2032,SS8641/NC8248-1,-,268,90,103,Mix
2021,Kinston,K21_SunRil_269,4.8.1,189,UX2032,SS8641/NC8248-1,+,269,90,101,1
2021,Kinston,K21_SunRil_270,4.8.2,190,UX2032,SS8641/NC8248-1,+,270,100,101,1
2021,Kinston,K21_SunRil_271,4.8.3,192,UX2032,SS8641/NC8248-1,+,271,92.5,99,1
2021,Kinston,K21_SunRil_272,4.8.4,193,UX2032,SS8641/NC8248-1,-,272,92.5,102,0
2021,Kinston,K21_SunRil_273,4.9.1,194,UX2032,SS8641/NC8248-1,+,273,95,102,1
2021,Kinston,K21_SunRil_274,4.9.2,195,UX2032,SS8641/NC8248-1,-,274,100,99,0
2021,Kinston,K21_SunRil_275,4.9.3,196,UX2032,SS8641/NC8248-1,-,275,90,100,0
2021,Kinston,K21_SunRil_276,4.9.4,197,UX2032,SS8641/NC8248-1,-,276,100,103,0
2021,Kinston,K21_SunRil_277,4.10.1,199,UX2032,SS8641/NC8248-1,-,277,105,102,0
2021,Kinston,K21_SunRil_278,4.10.2,202,UX2032,SS8641/NC8248-1,-,278,85,106,0
2021,Kinston,K21_SunRil_279,4.10.3,204,UX2032,SS8641/NC8248-1,-,279,92.5,102,0
2021,Kinston,K21_SunRil_280,4.10.4,205,UX2032,SS8641/NC8248-1,?,280,100,100,0
2021,Kinston,K21_SunRil_281,4.11.1,210,UX2032,SS8641/NC8248-1,-,281,102.5,101,0
2021,Kinston,K21_SunRil_282,4.11.2,212,UX2032,SS8641/NC8248-1,-,282,95,102,0
2021,Kinston,K21_SunRil_283,4.11.3,213,UX2032,SS8641/NC8248-1,-,283,95,100,0
2021,Kinston,K21_SunRil_284,4.11.4,216,UX2032,SS8641/NC8248-1,-,284,97.5,100,0
2021,Kinston,K21_SunRil_285,4.12.1,221,UX2032,SS8641/NC8248-1,-,285,97.5,101,0
2021,Kinston,K21_SunRil_286,4.12.2,222,UX2032,SS8641/NC8248-1,+,286,100,100,1
2021,Kinston,K21_SunRil_287,4.12.3,224,UX2032,SS8641/NC8248-1,+,287,85,101,1
2021,Kinston,K21_SunRil_288,4.12.4,226,UX2032,SS8641/NC8248-1,+,288,90,103,1
2021,Kinston,K21_SunRil_289,4.13.1,228,UX2032,SS8641/NC8248-1,-,289,92.5,100,0
2021,Kinston,K21_SunRil_290,4.13.2,229,UX2032,SS8641/NC8248-1,-,290,107.5,102,0
2021,Kinston,K21_SunRil_291,4.13.3,230,UX2032,SS8641/NC8248-1,+,291,110,102,1
2021,Kinston,K21_SunRil_292,4.13.4,231,UX2032,SS8641/NC8248-1,+,292,95,101,1
2021,Kinston,K21_SunRil_293,4.14.1,232,UX2032,SS8641/NC8248-1,+,293,95,102,1
2021,Kinston,K21_SunRil_294,4.14.2,233,UX2032,SS8641/NC8248-1,+,294,100,101,1
2021,Kinston,K21_SunRil_295,4.14.3,234,UX2032,SS8641/NC8248-1,+,295,102.5,100,Mix
2021,Kinston,K21_SunRil_296,4.14.4,239,UX2032,SS8641/NC8248-1,-,296,102.5,100,0
2021,Kinston,K21_SunRil_297,4.15.1,241,UX2032,SS8641/NC8248-1,+,297,100,99,1
2021,Kinston,K21_SunRil_298,4.15.2,242,UX2032,SS8641/NC8248-1,+,298,90,103,1
2021,Kinston,K21_SunRil_299,4.15.3,243,UX2032,SS8641/NC8248-1,-,299,97.5,101,0
2021,Kinston,K21_SunRil_300,4.15.4,244,UX2032,SS8641/NC8248-1,+,300,102.5,101,1
2021,Kinston,K21_SunRil_301,4.16.1,245,UX2032,SS8641/NC8248-1,-,301,97.5,100,0
2021,Kinston,K21_SunRil_302,4.16.2,246,UX2032,SS8641/NC8248-1,-,302,105,99,1
2021,Kinston,K21_SunRil_303,4.16.3,248,UX2032,SS8641/NC8248-1,-,303,97.5,102,0
2021,Kinston,K21_SunRil_304,4.16.4,101,UX2032,SS8641/NC8248-1,+,304,105,101,1
2021,Kinston,K21_SunRil_305,4.17.1,102,UX2032,SS8641/NC8248-1,+,305,102.5,99,1
2021,Kinston,K21_SunRil_306,4.17.2,103,UX2032,SS8641/NC8248-1,-,306,110,99,0
2021,Kinston,K21_SunRil_307,4.17.3,105,UX2032,SS8641/NC8248-1,+,307,90,100,1
2021,Kinston,K21_SunRil_308,4.17.4,107,UX2032,SS8641/NC8248-1,+,308,100,99,1
2021,Kinston,K21_SunRil_309,4.18.1,108,UX2032,SS8641/NC8248-1,+,309,95,101,1
2021,Kinston,K21_SunRil_310,4.18.2,109,UX2032,SS8641/NC8248-1,+,310,102.5,100,1
2021,Kinston,K21_SunRil_311,4.18.3,110,UX2032,SS8641/NC8248-1,-,311,97.5,101,0
2021,Kinston,K21_SunRil_312,4.18.4,111,UX2032,SS8641/NC8248-1,-,312,90,74,0
2021,Kinston,K21_SunRil_313,4.19.1,114,UX2032,SS8641/NC8248-1,-,313,95,102,0
2021,Kinston,K21_SunRil_314,4.19.2,116,UX2032,SS8641/NC8248-1,-,314,102.5,102,0
2021,Kinston,K21_SunRil_315,4.19.3,115,UX2032,SS8641/NC8248-1,-,315,95,101,0
2021,Kinston,K21_SunRil_316,4.19.4,117,UX2032,SS8641/NC8248-1,+,316,95,101,1
2021,Kinston,K21_SunRil_317,4.20.1,118,UX2032,SS8641/NC8248-1,-,317,100,100,0
2021,Kinston,K21_SunRil_318,4.20.2,119,UX2032,SS8641/NC8248-1,-,318,100,100,1
2021,Kinston,K21_SunRil_319,4.20.3,120,UX2032,SS8641/NC8248-1,-,319,102.5,101,0
2021,Kinston,K21_SunRil_320,4.20.4,121,UX2032,SS8641/NC8248-1,+,320,97.5,101,1
2021,Florence,SC21_SunRil-1,1.1.1,Barley,UX2026,Marker,+,1,NA,NA,NA
2021,Florence,SC21_SunRil-2,1.1.2,ARGA051160-14LE31,UX2026,Parent,-,2,72.5,NA,NA
2021,Florence,SC21_SunRil-3,1.1.3,Hilliard,UX2026,Parent,+,3,72.5,NA,NA
2021,Florence,SC21_SunRil-4,1.1.4,345,UX2026,ARGA051160-14LE31/HILLIARD,-,4,70,NA,NA
2021,Florence,SC21_SunRil-5,1.2.1,346,UX2026,ARGA051160-14LE31/HILLIARD,-,5,70,NA,NA
2021,Florence,SC21_SunRil-6,1.2.2,348,UX2026,ARGA051160-14LE31/HILLIARD,+,6,72.5,NA,NA
2021,Florence,SC21_SunRil-7,1.2.3,350,UX2026,ARGA051160-14LE31/HILLIARD,-,7,75,NA,NA
2021,Florence,SC21_SunRil-8,1.2.4,351,UX2026,ARGA051160-14LE31/HILLIARD,+,8,75,NA,NA
2021,Florence,SC21_SunRil-9,1.3.1,352,UX2026,ARGA051160-14LE31/HILLIARD,+,9,70,NA,NA
2021,Florence,SC21_SunRil-10,1.3.2,353,UX2026,ARGA051160-14LE31/HILLIARD,+,10,75,NA,NA
2021,Florence,SC21_SunRil-11,1.3.3,354,UX2026,ARGA051160-14LE31/HILLIARD,-,11,77.5,NA,NA
2021,Florence,SC21_SunRil-12,1.3.4,355,UX2026,ARGA051160-14LE31/HILLIARD,-,12,80,NA,NA
2021,Florence,SC21_SunRil-13,1.4.1,356,UX2026,ARGA051160-14LE31/HILLIARD,-,13,90,NA,NA
2021,Florence,SC21_SunRil-14,1.4.2,357,UX2026,ARGA051160-14LE31/HILLIARD,+,14,77.5,NA,NA
2021,Florence,SC21_SunRil-15,1.4.3,358,UX2026,ARGA051160-14LE31/HILLIARD,+,15,77.5,NA,NA
2021,Florence,SC21_SunRil-16,1.4.4,359,UX2026,ARGA051160-14LE31/HILLIARD,+,16,70,NA,NA
2021,Florence,SC21_SunRil-17,1.5.1,360,UX2026,ARGA051160-14LE31/HILLIARD,+,17,80,NA,NA
2021,Florence,SC21_SunRil-18,1.5.2,361,UX2026,ARGA051160-14LE31/HILLIARD,+,18,77.5,NA,NA
2021,Florence,SC21_SunRil-19,1.5.3,362,UX2026,ARGA051160-14LE31/HILLIARD,+,19,75,NA,NA
2021,Florence,SC21_SunRil-20,1.5.4,364,UX2026,ARGA051160-14LE31/HILLIARD,-,20,80,NA,NA
2021,Florence,SC21_SunRil-21,1.6.1,365,UX2026,ARGA051160-14LE31/HILLIARD,+,21,77.5,NA,NA
2021,Florence,SC21_SunRil-22,1.6.2,366,UX2026,ARGA051160-14LE31/HILLIARD,+,22,72.5,NA,NA
2021,Florence,SC21_SunRil-23,1.6.3,370,UX2026,ARGA051160-14LE31/HILLIARD,-,23,77.5,NA,NA
2021,Florence,SC21_SunRil-24,1.6.4,373,UX2026,ARGA051160-14LE31/HILLIARD,+,24,75,NA,NA
2021,Florence,SC21_SunRil-25,1.7.1,374,UX2026,ARGA051160-14LE31/HILLIARD,-,25,72.5,NA,NA
2021,Florence,SC21_SunRil-26,1.7.2,375,UX2026,ARGA051160-14LE31/HILLIARD,+,26,75,NA,NA
2021,Florence,SC21_SunRil-27,1.7.3,376,UX2026,ARGA051160-14LE31/HILLIARD,+,27,80,NA,NA
2021,Florence,SC21_SunRil-28,1.7.4,377,UX2026,ARGA051160-14LE31/HILLIARD,-,28,80,NA,NA
2021,Florence,SC21_SunRil-29,1.8.1,378,UX2026,ARGA051160-14LE31/HILLIARD,+,29,80,NA,NA
2021,Florence,SC21_SunRil-30,1.8.2,379,UX2026,ARGA051160-14LE31/HILLIARD,+,30,80,NA,NA
2021,Florence,SC21_SunRil-31,1.8.3,380,UX2026,ARGA051160-14LE31/HILLIARD,+,31,82.5,NA,NA
2021,Florence,SC21_SunRil-32,1.8.4,381,UX2026,ARGA051160-14LE31/HILLIARD,+,32,75,NA,NA
2021,Florence,SC21_SunRil-33,1.9.1,382,UX2026,ARGA051160-14LE31/HILLIARD,-,33,75,NA,NA
2021,Florence,SC21_SunRil-34,1.9.2,383,UX2026,ARGA051160-14LE31/HILLIARD,-,34,72.5,NA,NA
2021,Florence,SC21_SunRil-35,1.9.3,384,UX2026,ARGA051160-14LE31/HILLIARD,+,35,75,NA,NA
2021,Florence,SC21_SunRil-36,1.9.4,385,UX2026,ARGA051160-14LE31/HILLIARD,+,36,75,NA,NA
2021,Florence,SC21_SunRil-37,1.10.1,386,UX2026,ARGA051160-14LE31/HILLIARD,-,37,75,NA,NA
2021,Florence,SC21_SunRil-38,1.10.2,387,UX2026,ARGA051160-14LE31/HILLIARD,-,38,75,NA,NA
2021,Florence,SC21_SunRil-39,1.10.3,389,UX2026,ARGA051160-14LE31/HILLIARD,-,39,80,NA,NA
2021,Florence,SC21_SunRil-40,1.10.4,390,UX2026,ARGA051160-14LE31/HILLIARD,+,40,70,NA,NA
2021,Florence,SC21_SunRil-41,1.11.1,391,UX2026,ARGA051160-14LE31/HILLIARD,+,41,75,NA,NA
2021,Florence,SC21_SunRil-42,1.11.2,228,UX2013,HILLIARD/GA00190-7A14,+,42,70,NA,1
2021,Florence,SC21_SunRil-43,1.11.3,229,UX2013,HILLIARD/GA00190-7A14,+,43,82.5,NA,1
2021,Florence,SC21_SunRil-44,1.11.4,230,UX2013,HILLIARD/GA00190-7A14,+,44,77.5,NA,1
2021,Florence,SC21_SunRil-45,1.12.1,220,UX2013,HILLIARD/GA00190-7A14,+,45,72.5,NA,1
2021,Florence,SC21_SunRil-46,1.12.2,232,UX2013,HILLIARD/GA00190-7A14,+,46,75,NA,1
2021,Florence,SC21_SunRil-47,1.12.3,233,UX2013,HILLIARD/GA00190-7A14,+,47,75,NA,1
2021,Florence,SC21_SunRil-48,1.12.4,234,UX2013,HILLIARD/GA00190-7A14,+,48,75,NA,1
2021,Florence,SC21_SunRil-49,1.13.1,235,UX2013,HILLIARD/GA00190-7A14,+,49,67.5,NA,1
2021,Florence,SC21_SunRil-50,1.13.2,236,UX2013,HILLIARD/GA00190-7A14,+,50,72.5,NA,1
2021,Florence,SC21_SunRil-51,1.13.3,238,UX2013,HILLIARD/GA00190-7A14,+,51,80,NA,1
2021,Florence,SC21_SunRil-52,1.13.4,239,UX2013,HILLIARD/GA00190-7A14,+,52,70,NA,1
2021,Florence,SC21_SunRil-53,1.14.1,240,UX2013,HILLIARD/GA00190-7A14,+,53,82.5,NA,1
2021,Florence,SC21_SunRil-54,1.14.2,243,UX2013,HILLIARD/GA00190-7A14,+,54,77.8,NA,1
2021,Florence,SC21_SunRil-55,1.14.3,244,UX2013,HILLIARD/GA00190-7A14,+,55,85,NA,1
2021,Florence,SC21_SunRil-56,1.14.4,247,UX2013,HILLIARD/GA00190-7A14,+,56,82.5,NA,1
2021,Florence,SC21_SunRil-57,1.15.1,250,UX2013,HILLIARD/GA00190-7A14,+,57,85,NA,1
2021,Florence,SC21_SunRil-58,1.15.2,260,UX2013,HILLIARD/GA00190-7A14,+,58,77.5,NA,1
2021,Florence,SC21_SunRil-59,1.15.3,264,UX2013,HILLIARD/GA00190-7A14,+,59,75,NA,1
2021,Florence,SC21_SunRil-60,1.15.4,259,UX2013,HILLIARD/GA00190-7A14,+,60,72.5,NA,1
2021,Florence,SC21_SunRil-61,1.16.1,266,UX2013,HILLIARD/GA00190-7A14,+,61,70,NA,1
2021,Florence,SC21_SunRil-62,1.16.2,248,UX2013,HILLIARD/GA00190-7A14,+,62,77.5,NA,1
2021,Florence,SC21_SunRil-63,1.16.3,254,UX2013,HILLIARD/GA00190-7A14,+,63,75,NA,1
2021,Florence,SC21_SunRil-64,1.16.4,AGS2000,UX2023,Parent,+,64,80,NA,1
2021,Florence,SC21_SunRil-65,1.17.1,Hilliard,UX2023,Parent,+,65,67.5,NA,1
2021,Florence,SC21_SunRil-66,1.17.2,50,UX2023,AGS2000/HILLIARD,+,66,82.5,NA,1
2021,Florence,SC21_SunRil-67,1.17.3,52,UX2023,AGS2000/HILLIARD,+,67,80,NA,1
2021,Florence,SC21_SunRil-68,1.17.4,53,UX2023,AGS2000/HILLIARD,+,68,87,NA,1
2021,Florence,SC21_SunRil-69,1.18.1,54,UX2023,AGS2000/HILLIARD,+,69,62.5,NA,1
2021,Florence,SC21_SunRil-70,1.18.2,55,UX2023,AGS2000/HILLIARD,+,70,80,NA,1
2021,Florence,SC21_SunRil-71,1.18.3,57,UX2023,AGS2000/HILLIARD,+,71,77.5,NA,1
2021,Florence,SC21_SunRil-72,1.18.4,60,UX2023,AGS2000/HILLIARD,+,72,80,NA,1
2021,Florence,SC21_SunRil-73,1.19.1,61,UX2023,AGS2000/HILLIARD,+,73,75,NA,1
2021,Florence,SC21_SunRil-74,1.19.2,63,UX2023,AGS2000/HILLIARD,+,74,80,NA,1
2021,Florence,SC21_SunRil-75,1.19.3,65,UX2023,AGS2000/HILLIARD,+,75,82.5,NA,1
2021,Florence,SC21_SunRil-76,1.19.4,66,UX2023,AGS2000/HILLIARD,+,76,82.5,NA,1
2021,Florence,SC21_SunRil-77,1.20.1,68,UX2023,AGS2000/HILLIARD,+,77,77.5,NA,1
2021,Florence,SC21_SunRil-78,1.20.2,70,UX2023,AGS2000/HILLIARD,+,78,82.5,NA,1
2021,Florence,SC21_SunRil-79,1.20.3,72,UX2023,AGS2000/HILLIARD,+,79,80,NA,1
2021,Florence,SC21_SunRil-80,1.20.4,75,UX2023,AGS2000/HILLIARD,+,80,87.5,NA,1
2021,Florence,SC21_SunRil-81,2.1.1,76,UX2023,AGS2000/HILLIARD,+,81,85,NA,1
2021,Florence,SC21_SunRil-82,2.1.2,Barley,UX2023,Marker,+,82,,NA,1
2021,Florence,SC21_SunRil-83,2.1.3,79,UX2023,AGS2000/HILLIARD,+,83,85,NA,1
2021,Florence,SC21_SunRil-84,2.1.4,80,UX2023,AGS2000/HILLIARD,+,84,95,NA,1
2021,Florence,SC21_SunRil-85,2.2.1,81,UX2023,AGS2000/HILLIARD,+,85,82.5,NA,1
2021,Florence,SC21_SunRil-86,2.2.2,82,UX2023,AGS2000/HILLIARD,+,86,95,NA,1
2021,Florence,SC21_SunRil-87,2.2.3,83,UX2023,AGS2000/HILLIARD,+,87,85,NA,1
2021,Florence,SC21_SunRil-88,2.2.4,84,UX2023,AGS2000/HILLIARD,+,88,82.5,NA,1
2021,Florence,SC21_SunRil-89,2.3.1,85,UX2023,AGS2000/HILLIARD,+,89,85,NA,1
2021,Florence,SC21_SunRil-90,2.3.2,87,UX2023,AGS2000/HILLIARD,+,90,80,NA,1
2021,Florence,SC21_SunRil-91,2.3.3,88,UX2023,AGS2000/HILLIARD,+,91,77.5,NA,1
2021,Florence,SC21_SunRil-92,2.3.4,TX12D4896,UX2012,Parent,+,92,80,NA,1
2021,Florence,SC21_SunRil-93,2.4.1,Hilliard,UX2012,Parent,+,93,80,NA,1
2021,Florence,SC21_SunRil-94,2.4.2,141,UX2012,TX12D4896/HILLIARD,+,94,87.5,NA,1
2021,Florence,SC21_SunRil-95,2.4.3,142,UX2012,TX12D4896/HILLIARD,+,95,77.5,NA,1
2021,Florence,SC21_SunRil-96,2.4.4,143,UX2012,TX12D4896/HILLIARD,+,96,95,NA,1
2021,Florence,SC21_SunRil-97,2.5.1,144,UX2012,TX12D4896/HILLIARD,+,97,80,NA,1
2021,Florence,SC21_SunRil-98,2.5.2,145,UX2012,TX12D4896/HILLIARD,+,98,90,NA,1
2021,Florence,SC21_SunRil-99,2.5.3,146,UX2012,TX12D4896/HILLIARD,+,99,77.5,NA,1
2021,Florence,SC21_SunRil-100,2.5.4,147,UX2012,TX12D4896/HILLIARD,+,100,75,NA,1
2021,Florence,SC21_SunRil-101,2.6.1,148,UX2012,TX12D4896/HILLIARD,+,101,70,NA,1
2021,Florence,SC21_SunRil-102,2.6.2,150,UX2012,TX12D4896/HILLIARD,+,102,75,NA,1
2021,Florence,SC21_SunRil-103,2.6.3,151,UX2012,TX12D4896/HILLIARD,+,103,80,NA,1
2021,Florence,SC21_SunRil-104,2.6.4,152,UX2012,TX12D4896/HILLIARD,+,104,72.5,NA,1
2021,Florence,SC21_SunRil-105,2.7.1,155,UX2012,TX12D4896/HILLIARD,+,105,70,NA,1
2021,Florence,SC21_SunRil-106,2.7.2,156,UX2012,TX12D4896/HILLIARD,+,106,67.5,NA,1
2021,Florence,SC21_SunRil-107,2.7.3,158,UX2012,TX12D4896/HILLIARD,+,107,72.5,NA,1
2021,Florence,SC21_SunRil-108,2.7.4,159,UX2012,TX12D4896/HILLIARD,+,108,77.5,NA,1
2021,Florence,SC21_SunRil-109,2.8.1,149,UX2012,TX12D4896/HILLIARD,+,109,72.5,NA,1
2021,Florence,SC21_SunRil-110,2.8.2,161,UX2012,TX12D4896/HILLIARD,+,110,85,NA,1
2021,Florence,SC21_SunRil-111,2.8.3,160,UX2012,TX12D4896/HILLIARD,+,111,77.5,NA,1
2021,Florence,SC21_SunRil-112,2.8.4,162,UX2012,TX12D4896/HILLIARD,+,112,77.5,NA,1
2021,Florence,SC21_SunRil-113,2.9.1,163,UX2012,TX12D4896/HILLIARD,+,113,65,NA,1
2021,Florence,SC21_SunRil-114,2.9.2,165,UX2012,TX12D4896/HILLIARD,+,114,75,NA,1
2021,Florence,SC21_SunRil-115,2.9.3,166,UX2012,TX12D4896/HILLIARD,+,115,72.5,NA,1
2021,Florence,SC21_SunRil-116,2.9.4,167,UX2012,TX12D4896/HILLIARD,+,116,77.5,NA,1
2021,Florence,SC21_SunRil-117,2.10.1,168,UX2012,TX12D4896/HILLIARD,+,117,80,NA,1
2021,Florence,SC21_SunRil-118,2.10.2,169,UX2012,TX12D4896/HILLIARD,+,118,75,NA,1
2021,Florence,SC21_SunRil-119,2.10.3,170,UX2012,TX12D4896/HILLIARD,+,119,72.5,NA,1
2021,Florence,SC21_SunRil-120,2.10.4,171,UX2012,TX12D4896/HILLIARD,+,120,75,NA,1
2021,Florence,SC21_SunRil-121,2.11.1,173,UX2012,TX12D4896/HILLIARD,+,121,70,NA,1
2021,Florence,SC21_SunRil-122,2.11.2,175,UX2012,TX12D4896/HILLIARD,+,122,77.5,NA,1
2021,Florence,SC21_SunRil-123,2.11.3,164,UX2012,TX12D4896/HILLIARD,+,123,70,NA,1
2021,Florence,SC21_SunRil-124,2.11.4,177,UX2012,TX12D4896/HILLIARD,+,124,75,NA,1
2021,Florence,SC21_SunRil-125,2.12.1,178,UX2012,TX12D4896/HILLIARD,+,125,77.5,NA,1
2021,Florence,SC21_SunRil-126,2.12.2,179,UX2012,TX12D4896/HILLIARD,+,126,80,NA,1
2021,Florence,SC21_SunRil-127,2.12.3,140,UX2012,TX12D4896/HILLIARD,+,127,75,NA,1
2021,Florence,SC21_SunRil-128,2.12.4,180,UX2012,TX12D4896/HILLIARD,+,128,72.5,NA,1
2021,Florence,SC21_SunRil-129,2.13.1,181,UX2012,TX12D4896/HILLIARD,+,129,75,NA,1
2021,Florence,SC21_SunRil-130,2.13.2,182,UX2012,TX12D4896/HILLIARD,+,130,75,NA,1
2021,Florence,SC21_SunRil-131,2.13.3,183,UX2012,TX12D4896/HILLIARD,+,131,77.5,NA,1
2021,Florence,SC21_SunRil-132,2.13.4,184,UX2012,TX12D4896/HILLIARD,+,132,75,NA,1
2021,Florence,SC21_SunRil-133,2.14.1,186,UX2012,TX12D4896/HILLIARD,+,133,80,NA,1
2021,Florence,SC21_SunRil-134,2.14.2,187,UX2012,TX12D4896/HILLIARD,+,134,70,NA,1
2021,Florence,SC21_SunRil-135,2.14.3,189,UX2012,TX12D4896/HILLIARD,+,135,75,NA,1
2021,Florence,SC21_SunRil-136,2.14.4,190,UX2012,TX12D4896/HILLIARD,+,136,72.5,NA,1
2021,Florence,SC21_SunRil-137,2.15.1,191,UX2012,TX12D4896/HILLIARD,+,137,72.5,NA,1
2021,Florence,SC21_SunRil-138,2.15.2,193,UX2012,TX12D4896/HILLIARD,+,138,75,NA,1
2021,Florence,SC21_SunRil-139,2.15.3,194,UX2012,TX12D4896/HILLIARD,+,139,77.5,NA,1
2021,Florence,SC21_SunRil-140,2.15.4,195,UX2012,TX12D4896/HILLIARD,+,140,70,NA,1
2021,Florence,SC21_SunRil-141,2.16.1,197,UX2012,TX12D4896/HILLIARD,+,141,67.5,NA,1
2021,Florence,SC21_SunRil-142,2.16.2,198,UX2012,TX12D4896/HILLIARD,+,142,72.5,NA,1
2021,Florence,SC21_SunRil-143,2.16.3,199,UX2012,TX12D4896/HILLIARD,+,143,80,NA,1
2021,Florence,SC21_SunRil-144,2.16.4,200,UX2012,TX12D4896/HILLIARD,+,144,75,NA,1
2021,Florence,SC21_SunRil-145,2.17.1,201,UX2012,TX12D4896/HILLIARD,+,145,80,NA,1
2021,Florence,SC21_SunRil-146,2.17.2,205,UX2012,TX12D4896/HILLIARD,+,146,77.5,NA,1
2021,Florence,SC21_SunRil-147,2.17.3,206,UX2012,TX12D4896/HILLIARD,+,147,75,NA,1
2021,Florence,SC21_SunRil-148,2.17.4,207,UX2012,TX12D4896/HILLIARD,+,148,70,NA,1
2021,Florence,SC21_SunRil-149,2.18.1,210,UX2012,TX12D4896/HILLIARD,+,149,80,NA,1
2021,Florence,SC21_SunRil-150,2.18.2,GA00190-7A14,UX2013,HILLIARD/GA00190-7A14,+,150,90,NA,1
2021,Florence,SC21_SunRil-151,2.18.3,Hilliard,UX2013,Parent,+,151,75,NA,1
2021,Florence,SC21_SunRil-152,2.18.4,200,UX2013,HILLIARD/GA00190-7A14,+,152,75,NA,1
2021,Florence,SC21_SunRil-153,2.19.1,201,UX2013,HILLIARD/GA00190-7A14,+,153,77.5,NA,1
2021,Florence,SC21_SunRil-154,2.19.2,202,UX2013,HILLIARD/GA00190-7A14,+,154,77.5,NA,1
2021,Florence,SC21_SunRil-155,2.19.3,204,UX2013,HILLIARD/GA00190-7A14,+,155,77.5,NA,1
2021,Florence,SC21_SunRil-156,2.19.4,207,UX2013,HILLIARD/GA00190-7A14,+,156,75,NA,1
2021,Florence,SC21_SunRil-157,2.20.1,206,UX2013,HILLIARD/GA00190-7A14,+,157,70,NA,1
2021,Florence,SC21_SunRil-158,2.20.2,209,UX2013,HILLIARD/GA00190-7A14,+,158,75,NA,1
2021,Florence,SC21_SunRil-159,2.20.3,210,UX2013,HILLIARD/GA00190-7A14,+,159,77.5,NA,1
2021,Florence,SC21_SunRil-160,2.20.4,212,UX2013,HILLIARD/GA00190-7A14,+,160,70,NA,1
2021,Florence,SC21_SunRil-161,3.1.1,213,UX2013,HILLIARD/GA00190-7A14,+,161,75,NA,1
2021,Florence,SC21_SunRil-162,3.1.2,214,UX2013,HILLIARD/GA00190-7A14,+,162,70,NA,1
2021,Florence,SC21_SunRil-163,3.1.3,Barley,UX2013,Marker,+,163,,NA,1
2021,Florence,SC21_SunRil-164,3.1.4,215,UX2013,HILLIARD/GA00190-7A14,+,164,70,NA,1
2021,Florence,SC21_SunRil-165,3.2.1,216,UX2013,HILLIARD/GA00190-7A14,+,165,77.5,NA,1
2021,Florence,SC21_SunRil-166,3.2.2,218,UX2013,HILLIARD/GA00190-7A14,+,166,85,NA,1
2021,Florence,SC21_SunRil-167,3.2.3,219,UX2013,HILLIARD/GA00190-7A14,+,167,77.5,NA,1
