"Entry","Awns","WDR","Powdery_mildew","SNB","Height","Rust","ave_SpS","ave_infert","WeightOf1000Particles","SampleAreaAverage","WKAreaMedian","days_to_head","seeds_per_spikelet"
"UX2010-90",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2010-91",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,166,NA
"UX2010-92",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2010-93",1,3,1,NA,70,NA,NA,NA,NA,NA,NA,160,NA
"UX2010-94",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX2010-95",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,166,NA
"UX2010-97",1,2,NA,NA,110,NA,NA,NA,NA,NA,NA,162,NA
"UX2010-98",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2010-99",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-1",1,1,2,NA,100,NA,NA,NA,NA,NA,NA,164,NA
"UX2012-10",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,164,NA
"UX2012-100",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-102",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-109",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-11",1,2,2,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-110",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-114",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-116",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2012-117",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-119",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,170,NA
"UX2012-120",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-121",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-123",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-124",1,4,NA,NA,80,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-126",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,165,NA
"UX2012-129",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,165,NA
"UX2012-13",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,154,NA
"UX2012-130",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-134",1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,153,NA
"UX2012-135",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,152,NA
"UX2012-136",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-138",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,164,NA
"UX2012-14",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-149",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-15",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-150",1,1,1,NA,85,NA,NA,NA,NA,NA,NA,168,NA
"UX2012-151",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-152",1,1,0,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-156",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-159",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-16",1,2,1,NA,100,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-160",1,2,1,NA,105,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-161",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-165",1,2,2,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-166",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-167",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-17",1,2,2,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-18",1,2,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-187",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-19",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-190",1,2,1,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-191",1,2,0,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-194",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-197",1,1,2,NA,95,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-199",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-2",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-20",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-201",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-207",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-21",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-214",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2012-215",1,1,3,NA,75,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-217",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-218",1,1,2,NA,90,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-219",1,1,2,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-22",1,1,2,NA,85,NA,NA,NA,NA,NA,NA,168,NA
"UX2012-220",1,3,0,NA,75,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-222",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2012-223",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-23",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-233",1,3,1,NA,100,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-238",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-239",1,3,2,NA,75,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-241",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-242",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-245",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-25",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2012-256",1,3,2,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-29",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-3",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-30",1,1,3,NA,105,NA,NA,NA,NA,NA,NA,173,NA
"UX2012-31",1,3,2,NA,95,NA,NA,NA,NA,NA,NA,169,NA
"UX2012-32",1,2,NA,NA,105,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-33",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-34",1,3,1,NA,100,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-35",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-36",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-37",1,3,3,NA,75,NA,NA,NA,NA,NA,NA,155,NA
"UX2012-38",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-4",1,2,1,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-40",1,2,2,NA,90,NA,NA,NA,NA,NA,NA,174,NA
"UX2012-41",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-45",1,3,0,NA,100,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-47",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-48",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-49",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-5",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,164,NA
"UX2012-50",1,1,1,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-51",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-52",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-54",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-55",1,1,1,NA,95,NA,NA,NA,NA,NA,NA,165,NA
"UX2012-56",1,1,2,NA,85,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-57",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-59",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,165,NA
"UX2012-6",1,3,NA,NA,82.5,NA,NA,NA,NA,NA,NA,158.5,NA
"UX2012-60",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-61",1,2,1,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-62",1,1,2,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-63",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,166,NA
"UX2012-64",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-65",1,2,2,NA,72,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-66",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-67",1,4,NA,NA,80,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-68",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-7",1,1,1,NA,105,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-70",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-72",1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-73",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-74",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-76",1,1,2,NA,80,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-77",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2012-78",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-79",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-80",1,1,2,NA,80,NA,NA,NA,NA,NA,NA,166,NA
"UX2012-81",1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,166,NA
"UX2012-82",1,2,2,NA,70,NA,NA,NA,NA,NA,NA,163,NA
"UX2012-83",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2012-84",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-86",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2012-88",1,2,1,NA,95,NA,NA,NA,NA,NA,NA,162,NA
"UX2012-89",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-9",1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,160,NA
"UX2012-91",1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,156,NA
"UX2012-94",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2012-95",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,167,NA
"UX2012-96",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,164,NA
"UX2012-97",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,152,NA
"UX2012-99",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-1",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-10",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-101",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-109",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-11",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-112",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-113",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-117",1,1,0,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-118",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-119",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-12",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,166,NA
"UX2013-122",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-125",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-127",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-128",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-131",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,167,NA
"UX2013-132",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-133",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-137",1,1,NA,NA,100,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-138",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-141",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-142",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-143",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-144",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2013-145",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-146",1,3,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-148",1,3,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-149",1,4,1,NA,95,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-150",1,2,0,NA,100,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-151",1,1,0,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-153",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-154",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-155",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-156",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-157",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-158",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-160",1,2,0,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-161",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-165",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-166",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-169",1,1,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-171",1,3,1,NA,105,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-172",1,2,0,NA,100,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-173",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-174",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-175",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-177",1,3,0,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-180",1,1,0,NA,100,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-181",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-182",1,3,1,NA,95,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-183",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-185",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-186",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-187",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-19",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-190",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-192",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-193",1,1,0,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-194",1,2,1,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-195",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-199",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-20",1,1,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-201",1,1,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-202",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-204",1,3,1,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-206",1,1,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-212",1,1,3,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-214",1,1,0,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-215",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-218",1,1,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-219",1,2,0,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-221",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-222",1,1,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-225",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-228",1,4,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-229",1,4,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-23",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-232",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-233",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-234",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-236",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-238",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-239",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-24",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-240",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-243",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-244",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2013-248",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-25",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,165,NA
"UX2013-254",1,1,1,NA,85,NA,NA,NA,NA,NA,NA,164,NA
"UX2013-260",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-264",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,165,NA
"UX2013-266",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-28",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-31",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,164,NA
"UX2013-32",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-33",1,1,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-34",1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-35",1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-36",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-39",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-40",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-41",1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-42",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-43",1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-44",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-47",1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-48",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-50",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-51",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-52",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2013-54",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-56",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-57",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-6",1,1,1,NA,95,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-60",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-63",1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-64",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,162,NA
"UX2013-65",1,1,NA,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX2013-66",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-67",1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-69",1,1,1,NA,85,NA,NA,NA,NA,NA,NA,165,NA
"UX2013-70",1,1,NA,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-72",1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,155,NA
"UX2013-76",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,164,NA
"UX2013-77",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,163,NA
"UX2013-78",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-8",1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-80",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2013-87",1,1,NA,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX2013-9",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,163,NA
"UX2023-10",1,3,1,NA,90,NA,18,4,36.671,14.066,14.834,160,2.5
"UX2023-100",1,2,3,NA,95,NA,20,1.8,36.315,14.099,15.34,163,2.86
"UX2023-101",1,3,1,NA,95,NA,16.4,3.6,36.584,14.287,14.675,161,2.63414634146342
"UX2023-102",1,3,3,NA,80,NA,17.33333,1.8333333,31.927,12.515,13.552,158,2.85576977995573
"UX2023-103",1,3,1,NA,95,NA,18,1.6,36.386,14.196,14.849,158,2.98888888888889
"UX2023-104",1,2,0,NA,90,NA,18.4,2.6,36.856,14.315,15.519,159,2.95652173913044
"UX2023-106",1,3,3,NA,95,NA,15.2,5.4,37.084,14.163,15.606,159,2.21052631578947
"UX2023-11",1,2,0,NA,85,NA,17.2,2.6,39.823,14.76,15.084,164,2.63953488372093
"UX2023-110",1,3,2,NA,85,NA,17.6,3.2,32.18,12.67,13.674,156,2.79545454545455
"UX2023-114",1,3,0,NA,90,NA,18.4,3,32.283,12.086,14.218,163,3.67391304347826
"UX2023-115",1,3,3,NA,90,NA,16.8,3.4,33.856,12.963,14.407,162,3.25
"UX2023-117",1,3,1,NA,95,NA,18.4,2.2,36.981,14.413,15.505,159,2.97826086956522
"UX2023-118",1,2,0,NA,100,NA,16.6,4.8,41.45,14.721,15.073,162,2.51807228915663
"UX2023-119",1,2,3,NA,85,NA,16.8,5.8,27.369,11.169,11.62,168,2.22619047619048
"UX2023-12",1,1,0,NA,95,NA,19.2,1.8,28.882,11.945,12.541,166,2.79166666666667
"UX2023-124",1,2,2,NA,95,NA,17.2,3.2,40.149,13.661,15.687,163,3.17441860465116
"UX2023-125",1,3,1,NA,80,NA,18.2,2.6,36.366,13.855,14.492,158,2.73626373626374
"UX2023-127",1,1,3,NA,80,NA,16.6,4.2,34.238,13.354,14.465,159,2.63855421686747
"UX2023-130",1,2,2,NA,90,NA,19.6,2.6,37.607,14.451,15.099,160,3
"UX2023-137",1,3,1,NA,95,NA,21.4,2,34.913,13.758,14.742,158,3.22429906542056
"UX2023-14",1,4,2,NA,75,NA,12.8,4,36.404,13.663,13.847,155,2.5625
"UX2023-142",1,3,1,NA,95,NA,19.6,2,35.442,12.052,14.777,160,3.48979591836735
"UX2023-145",1,3,3,NA,85,NA,17.8,3.8,36.224,13.253,14.018,164,2.74157303370786
"UX2023-146",1,3,1,NA,95,NA,21.2,2,42.954,15.468,16.829,158,3.36792452830189
"UX2023-147",1,1,0,NA,90,NA,17.8,2.2,38.181,13.486,15.092,162,3.12359550561798
"UX2023-148",1,1,1,NA,85,NA,19,2.4,37.9,14.153,15.085,164,2.46315789473684
"UX2023-149",1,2,2,NA,95,NA,19,2.4,39.067,14.857,15.929,160,2.94736842105263
"UX2023-15",1,1,3,NA,75,NA,16.2,4.2,29.136,9.572,12.601,163,2.92592592592593
"UX2023-151",1,2,2,NA,90,NA,18.2,3.2,31.811,12.562,13.371,163,2.9010989010989
"UX2023-152",1,2,3,NA,90,NA,19,3.2,31.7,10.834,13.324,162,3.25263157894737
"UX2023-154",1,2,2,NA,85,NA,19.8,2.6,35.419,13.703,14.565,158,3.18181818181818
"UX2023-155",1,4,1,NA,80,NA,16.4,2,30.906,13.069,13.784,160,3.6219512195122
"UX2023-156",1,2,3,NA,85,NA,18.4,3,36.424,13.787,14.884,161,3.16304347826087
"UX2023-158",1,2,2,NA,100,NA,18,2.4,42.653,14.233,16.041,161,2.92222222222222
"UX2023-159",1,3,1,NA,95,NA,17.4,2.2,33.969,11.787,13.738,158,3.35632183908046
"UX2023-16",1,4,0,NA,85,NA,18.6,1.8,36.753,12.441,14.907,154,3.50537634408602
"UX2023-160",1,2,3,NA,85,NA,19.6,1.8,36.835,14.064,15.034,161,3.13265306122449
"UX2023-161",1,3,1,NA,95,NA,18.2,3,39.523,13.579,15.36,161,3.40659340659341
"UX2023-162",1,2,1,NA,85,NA,18,3.4,34.652,12.921,13.787,160,3.02222222222222
"UX2023-163",1,3,2,NA,85,NA,16.2,3.2,34.904,13.046,14.296,156,2.76543209876543
"UX2023-165",1,2,0,NA,85,NA,18.8,1.6,43.41,15.288,16.863,159,3.26595744680851
"UX2023-166",1,3,3,NA,95,NA,19,2.4,39.103,14.347,15.33,160,3.25263157894737
"UX2023-167",1,2,2,NA,90,NA,18.8,3,36.441,13.484,15.471,156,3.5
"UX2023-168",1,2,1,NA,100,NA,16.6,3,36.818,13.245,15.149,161,3.26506024096386
"UX2023-169",1,2,2,NA,95,NA,19.8,1.8,37.098,14.142,15.051,156,3.27272727272727
"UX2023-17",1,3,0,NA,85,NA,17.2,1.8,33.995,12.915,14.006,159,3.16279069767442
"UX2023-18",1,2,2,NA,100,NA,19,1.6,39.002,14.95,15.438,160,2.71578947368421
"UX2023-2",1,3,1,NA,85,NA,17.2,3.6,36.824,13.152,14.141,159,2.69767441860465
